,Observed,Trend,Seasonal,Residual
2024-10-15,58.0,67.28571428571428,24.861985723171703,-34.14770000888598
2024-10-16,255.0,67.28571428571428,10.324794141168805,177.3894915731169
2024-10-17,50.0,67.28571428571428,21.613255679630345,-38.89896996534462
2024-10-18,63.0,68.99999999999999,5.9253280412310065,-11.925328041230992
2024-10-19,0.0,65.0,-33.263351204052015,-31.736648795947985
2024-10-20,0.0,58.57142857142857,-34.99380942507627,-23.577619146352298
2024-10-21,57.0,56.285714285714285,5.531797043926425,-4.81751132964071
2024-10-22,30.0,62.0,24.861985723171703,-56.8619857231717
2024-10-23,210.0,62.0,10.324794141168805,137.6752058588312
2024-10-24,34.0,62.0,21.613255679630345,-49.61325567963034
2024-10-25,103.0,57.71428571428571,5.9253280412310065,39.36038624448329
2024-10-26,0.0,61.57142857142857,-33.263351204052015,-28.308077367376555
2024-10-27,0.0,38.42857142857142,-34.99380942507627,-3.434762003495152
2024-10-28,27.0,40.14285714285714,5.531797043926425,-18.674654186783563
2024-10-29,57.0,32.85714285714286,24.861985723171703,-0.719128580314564
2024-10-30,48.0,32.85714285714286,10.324794141168805,4.8180630016883335
2024-10-31,46.0,32.85714285714286,21.613255679630345,-8.470398536773207
2024-11-01,52.0,34.42857142857142,5.9253280412310065,11.64610053019757
2024-11-02,0.0,30.428571428571423,-33.263351204052015,2.834779775480591
2024-11-03,0.0,27.428571428571427,-34.99380942507627,7.565237996504845
2024-11-04,38.0,53.85714285714286,5.531797043926425,-21.388939901069286
2024-11-05,29.0,55.85714285714286,24.861985723171703,-51.71912858031456
2024-11-06,27.0,55.85714285714286,10.324794141168805,-39.18193699831167
2024-11-07,231.0,55.85714285714286,21.613255679630345,153.52960146322678
2024-11-08,66.0,57.285714285714285,5.9253280412310065,2.7889576730547088
2024-11-09,0.0,69.14285714285714,-33.263351204052015,-35.879505938805124
2024-11-10,0.0,71.85714285714285,-34.99380942507627,-36.863333432066575
2024-11-11,48.0,46.285714285714285,5.531797043926425,-3.81751132964071
2024-11-12,112.0,40.42857142857143,24.861985723171703,46.70944284825687
2024-11-13,46.0,40.42857142857143,10.324794141168805,-4.753365569740236
2024-11-14,52.0,40.42857142857143,21.613255679630345,-10.041827108201776
2024-11-15,25.0,38.285714285714285,5.9253280412310065,-19.21104232694529
2024-11-16,0.0,28.142857142857142,-33.263351204052015,5.120494061194872
2024-11-17,0.0,28.42857142857143,-34.99380942507627,6.565237996504841
2024-11-18,33.0,31.285714285714285,5.531797043926425,-3.81751132964071
2024-11-19,41.0,33.71428571428571,24.861985723171703,-17.57627143745741
2024-11-20,48.0,33.71428571428571,10.324794141168805,3.9609201445454865
2024-11-21,72.0,33.71428571428571,21.613255679630345,16.672458606083946
2024-11-22,42.0,35.857142857142854,5.9253280412310065,0.21752910162613937
2024-11-23,0.0,40.0,-33.263351204052015,-6.7366487959479855
2024-11-24,0.0,39.28571428571428,-34.99380942507627,-4.291904860638006
2024-11-25,48.0,32.42857142857143,5.531797043926425,10.039631527502145
2024-11-26,70.0,27.71428571428571,24.861985723171703,17.42372856254259
2024-11-27,43.0,27.71428571428571,10.324794141168805,4.960920144545483
2024-11-28,24.0,27.71428571428571,21.613255679630345,-25.327541393916057
2024-11-29,9.0,24.857142857142854,5.9253280412310065,-21.78247089837386
2024-11-30,0.0,20.714285714285715,-33.263351204052015,12.5490654897663
2024-12-01,0.0,20.14285714285714,-34.99380942507627,14.850952282219133
2024-12-02,28.0,22.142857142857142,5.531797043926425,0.3253458132164324
2024-12-03,41.0,28.42857142857143,24.861985723171703,-12.290557151743133
2024-12-04,39.0,28.42857142857143,10.324794141168805,0.24663443025976406
2024-12-05,38.0,28.42857142857143,21.613255679630345,-12.041827108201776
2024-12-06,53.0,33.57142857142857,5.9253280412310065,13.503243387340424
2024-12-07,0.0,47.71428571428571,-33.263351204052015,-14.450934510233694
2024-12-08,0.0,44.57142857142857,-34.99380942507627,-9.577619146352298
2024-12-09,64.0,44.28571428571429,5.531797043926425,14.182488670359284
2024-12-10,140.0,39.14285714285714,24.861985723171703,75.99515713397116
2024-12-11,17.0,39.14285714285714,10.324794141168805,-32.46765128402595
2024-12-12,36.0,39.14285714285714,21.613255679630345,-24.756112822487484
2024-12-13,17.0,33.71428571428571,5.9253280412310065,-22.639613755516713
2024-12-14,0.0,25.0,-33.263351204052015,8.263351204052015
2024-12-15,0.0,25.428571428571427,-34.99380942507627,9.565237996504845
2024-12-16,26.0,31.14285714285714,5.531797043926425,-10.674654186783563
2024-12-17,79.0,33.14285714285714,24.861985723171703,20.99515713397116
2024-12-18,20.0,33.14285714285714,10.324794141168805,-23.467651284025944
2024-12-19,76.0,33.14285714285714,21.613255679630345,21.243887177512516
2024-12-20,31.0,34.42857142857143,5.9253280412310065,-9.353899469802437
2024-12-21,0.0,28.214285714285708,-33.263351204052015,5.049065489766306
2024-12-22,0.0,25.357142857142854,-34.99380942507627,9.636666567933418
2024-12-23,35.0,40.92857142857142,5.531797043926425,-11.460368472497848
2024-12-24,35.5,47.214285714285715,24.861985723171703,-36.57627143745742
2024-12-25,0.0,47.214285714285715,10.324794141168805,-57.53907985545452
2024-12-26,185.0,47.214285714285715,21.613255679630345,116.17245860608394
2024-12-27,75.0,45.92857142857143,5.9253280412310065,23.146100530197565
2024-12-28,0.0,43.285714285714285,-33.263351204052015,-10.02236308166227
2024-12-29,0.0,43.285714285714285,-34.99380942507627,-8.291904860638013
2024-12-30,26.0,30.57142857142857,5.531797043926425,-10.103225615354994
2024-12-31,17.0,25.28571428571428,24.861985723171703,-33.147700008885984
2025-01-01,0.0,25.428571428571423,10.324794141168805,-35.753365569740225
2025-01-02,96.0,25.428571428571423,21.613255679630345,48.95817289179824
2025-01-03,38.0,38.0,5.9253280412310065,-5.9253280412310065
2025-01-04,1.0,49.57142857142857,-33.263351204052015,-15.308077367376555
2025-01-05,0.0,57.57142857142857,-34.99380942507627,-22.577619146352298
2025-01-06,114.0,53.285714285714285,5.531797043926425,55.18248867035929
2025-01-07,98.0,52.714285714285715,24.861985723171703,20.423728562542582
2025-01-08,56.0,52.57142857142857,10.324794141168805,-6.896222712597375
2025-01-09,66.0,52.57142857142857,21.613255679630345,-8.184684251058915
2025-01-10,34.0,41.42857142857143,5.9253280412310065,-13.353899469802437
2025-01-11,0.0,35.57142857142857,-33.263351204052015,-2.308077367376555
2025-01-12,0.0,36.71428571428571,-34.99380942507627,-1.7204762892094365
2025-01-13,36.0,37.0,5.531797043926425,-6.531797043926425
2025-01-14,57.0,36.99999999999999,24.861985723171703,-4.861985723171696
2025-01-15,64.0,36.99999999999999,10.324794141168805,16.6752058588312
2025-01-16,68.0,36.99999999999999,21.613255679630345,9.386744320369662
2025-01-17,34.0,41.0,5.9253280412310065,-12.925328041231007
2025-01-18,0.0,46.57142857142857,-33.263351204052015,-13.308077367376555
2025-01-19,0.0,48.57142857142857,-34.99380942507627,-13.577619146352298
2025-01-20,64.0,47.142857142857146,5.531797043926425,11.32534581321643
2025-01-21,96.0,47.57142857142857,24.861985723171703,23.566585705399728
2025-01-22,78.0,47.57142857142857,10.324794141168805,20.103777287402625
2025-01-23,58.0,47.57142857142857,21.613255679630345,-11.184684251058915
2025-01-24,37.0,62.28571428571428,5.9253280412310065,-31.211042326945282
2025-01-25,0.0,61.71428571428571,-33.263351204052015,-28.450934510233694
2025-01-26,0.0,59.71428571428571,-34.99380942507627,-24.720476289209437
2025-01-27,167.0,54.57142857142856,5.531797043926425,106.89677438464501
2025-01-28,92.0,51.42857142857143,24.861985723171703,15.709442848256867
2025-01-29,64.0,51.42857142857143,10.324794141168805,2.246634430259764
2025-01-30,22.0,51.42857142857143,21.613255679630345,-51.04182710820177
2025-01-31,15.0,29.999999999999996,5.9253280412310065,-20.925328041231005
2025-02-01,0.0,22.28571428571428,-33.263351204052015,10.977636918337733
2025-02-02,0.0,14.142857142857142,-34.99380942507627,20.85095228221913
2025-02-03,17.0,22.857142857142854,5.531797043926425,-11.388939901069278
2025-02-04,38.0,30.71428571428571,24.861985723171703,-17.576271437457414
2025-02-05,7.0,30.71428571428571,10.324794141168805,-34.03907985545452
2025-02-06,83.0,30.71428571428571,21.613255679630345,30.672458606083946
2025-02-07,70.0,31.0,5.9253280412310065,33.074671958768995
2025-02-08,0.0,33.42857142857142,-33.263351204052015,-0.165220224519409
2025-02-09,0.0,36.42857142857142,-34.99380942507627,-1.4347620034951518
2025-02-10,19.0,26.285714285714285,5.531797043926425,-12.817511329640709
2025-02-11,55.0,23.428571428571427,24.861985723171703,6.70944284825687
2025-02-12,28.0,23.428571428571427,10.324794141168805,-5.753365569740232
2025-02-13,12.0,23.428571428571427,21.613255679630345,-33.04182710820177
2025-02-14,50.0,26.142857142857142,5.9253280412310065,17.93181481591185
2025-02-15,0.0,32.857142857142854,-33.263351204052015,0.4062083469091604
2025-02-16,0.0,35.285714285714285,-34.99380942507627,-0.291904860638013
2025-02-17,38.0,39.71428571428571,5.531797043926425,-7.246082758212133
2025-02-18,102.0,36.14285714285714,24.861985723171703,40.99515713397116
2025-02-19,45.0,36.14285714285714,10.324794141168805,-1.4676512840259441
2025-02-20,43.0,36.14285714285714,21.613255679630345,-14.756112822487484
2025-02-21,25.0,37.142857142857146,5.9253280412310065,-18.06818518408815
2025-02-22,0.0,25.571428571428566,-33.263351204052015,7.691922632623449
2025-02-23,0.0,26.0,-34.99380942507627,8.993809425076272
2025-02-24,45.0,29.57142857142857,5.531797043926425,9.896774384645006
2025-02-25,21.0,29.428571428571427,24.861985723171703,-33.29055715174313
2025-02-26,48.0,32.714285714285715,10.324794141168805,4.960920144545479
2025-02-27,68.0,33.142857142857146,21.613255679630345,13.243887177512509
2025-02-28,24.0,32.28571428571428,5.9253280412310065,-14.211042326945284
2025-03-01,23.0,36.71428571428571,-33.263351204052015,19.549065489766306
2025-03-02,3.0,44.57142857142856,-34.99380942507627,-6.577619146352291
2025-03-03,39.0,40.71428571428571,5.531797043926425,-7.246082758212133
2025-03-04,52.0,42.99999999999999,24.861985723171703,-15.861985723171696
2025-03-05,103.0,40.28571428571428,10.324794141168805,52.38949157311691
2025-03-06,41.0,39.857142857142854,21.613255679630345,-20.4703985367732
2025-03-07,40.0,38.714285714285715,5.9253280412310065,-4.639613755516722
2025-03-08,4.0,36.285714285714285,-33.263351204052015,0.9776369183377298
2025-03-09,0.0,27.14285714285714,-34.99380942507627,7.850952282219133
2025-03-10,31.0,25.71428571428571,5.531797043926425,-0.246082758212137
2025-03-11,35.0,26.857142857142858,24.861985723171703,-16.71912858031456
2025-03-12,39.0,26.428571428571427,10.324794141168805,2.2466344302597676
2025-03-13,31.0,26.71428571428571,21.613255679630345,-17.327541393916057
2025-03-14,48.0,26.285714285714285,5.9253280412310065,15.788957673054709
2025-03-15,1.0,44.14285714285714,-33.263351204052015,-9.879505938805124
2025-03-16,2.0,57.857142857142854,-34.99380942507627,-20.863333432066582
2025-03-17,28.0,89.85714285714285,5.531797043926425,-67.38893990106928
2025-03-18,160.0,119.42857142857142,24.861985723171703,15.70944284825688
2025-03-19,135.0,119.42857142857142,10.324794141168805,5.246634430259778
2025-03-20,255.0,119.4285714285714,21.613255679630345,113.95817289179827
2025-03-21,255.0,127.85714285714283,5.9253280412310065,121.21752910162616
2025-03-22,1.0,127.14285714285714,-33.263351204052015,-92.87950593880512
2025-03-23,2.0,112.14285714285714,-34.99380942507627,-75.14904771778086
2025-03-24,87.0,88.14285714285714,5.531797043926425,-6.674654186783564
2025-03-25,155.0,64.28571428571428,24.861985723171703,65.85229999111402
2025-03-26,30.0,64.28571428571428,10.324794141168805,-44.61050842688309
2025-03-27,87.0,63.99999999999999,21.613255679630345,1.3867443203696617
2025-03-28,88.0,57.71428571428571,5.9253280412310065,24.360386244483287
2025-03-29,1.0,70.14285714285714,-33.263351204052015,-35.879505938805124
2025-03-30,0.0,69.28571428571429,-34.99380942507627,-34.29190486063802
2025-03-31,43.0,64.14285714285714,5.531797043926425,-26.674654186783563
2025-04-01,242.0,54.857142857142854,24.861985723171703,162.28087141968544
2025-04-02,24.0,54.857142857142854,10.324794141168805,-41.181936998311656
2025-04-03,51.0,54.857142857142854,21.613255679630345,-25.4703985367732
2025-04-04,23.0,80.28571428571428,5.9253280412310065,-63.21104232694528
2025-04-05,1.0,50.71428571428571,-33.263351204052015,-16.450934510233694
2025-04-06,0.0,49.285714285714285,-34.99380942507627,-14.291904860638013
2025-04-07,221.0,46.285714285714285,5.531797043926425,169.1824886703593
2025-04-08,35.0,45.57142857142856,24.861985723171703,-35.43341429460027
2025-04-09,14.0,45.42857142857142,10.324794141168805,-41.753365569740225
2025-04-10,30.0,45.42857142857142,21.613255679630345,-37.04182710820177
2025-04-11,18.0,18.0,5.9253280412310065,-5.9253280412310065
2025-04-12,0.0,19.428571428571427,-33.263351204052015,13.834779775480587
2025-04-13,0.0,19.428571428571427,-34.99380942507627,15.565237996504845
2025-04-14,29.0,29.714285714285715,5.531797043926425,-6.2460827582121405
2025-04-15,45.0,28.71428571428571,24.861985723171703,-8.576271437457414
2025-04-16,14.0,28.71428571428571,10.324794141168805,-25.039079855454517
2025-04-17,102.0,28.857142857142854,21.613255679630345,51.5296014632268
2025-04-18,11.0,30.285714285714285,5.9253280412310065,-25.21104232694529
2025-04-19,0.0,30.28571428571428,-33.263351204052015,2.9776369183377334
2025-04-20,1.0,33.57142857142857,-34.99380942507627,2.4223808536477023
2025-04-21,39.0,24.285714285714285,5.531797043926425,9.182488670359291
2025-04-22,45.0,27.857142857142854,24.861985723171703,-7.719128580314557
2025-04-23,37.0,27.999999999999996,10.324794141168805,-1.3247941411688018
2025-04-24,37.0,27.857142857142854,21.613255679630345,-12.4703985367732
2025-04-25,36.0,25.428571428571427,5.9253280412310065,4.646100530197566
2025-04-26,1.0,24.285714285714285,-33.263351204052015,9.97763691833773
2025-04-27,0.0,20.14285714285714,-34.99380942507627,14.850952282219133
2025-04-28,22.0,42.57142857142857,5.531797043926425,-26.103225615354994
2025-04-29,37.0,47.71428571428571,24.861985723171703,-35.57627143745741
2025-04-30,8.0,47.57142857142857,10.324794141168805,-49.89622271259738
2025-05-01,194.0,47.57142857142857,21.613255679630345,124.8153157489411
2025-05-02,72.0,46.57142857142857,5.9253280412310065,19.503243387340426
2025-05-03,0.0,45.14285714285714,-33.263351204052015,-11.879505938805124
2025-05-04,0.0,45.57142857142857,-34.99380942507627,-10.577619146352298
2025-05-05,15.0,20.42857142857143,5.531797043926425,-10.960368472497855
2025-05-06,27.0,12.857142857142856,24.861985723171703,-10.719128580314559
2025-05-07,11.0,12.857142857142856,10.324794141168805,-12.181936998311661
2025-05-08,18.0,12.857142857142856,21.613255679630345,-16.470398536773203
2025-05-09,19.0,12.857142857142856,5.9253280412310065,0.2175291016261376
2025-05-10,0.0,17.71428571428571,-33.263351204052015,15.549065489766303
2025-05-11,0.0,20.428571428571423,-34.99380942507627,14.565237996504848
2025-05-12,15.0,24.857142857142854,5.531797043926425,-15.388939901069278
2025-05-13,61.0,24.57142857142857,24.861985723171703,11.566585705399728
2025-05-14,30.0,24.57142857142857,10.324794141168805,-4.896222712597375
2025-05-15,49.0,24.57142857142857,21.613255679630345,2.815315748941085
2025-05-16,17.0,31.0,5.9253280412310065,-19.925328041231005
2025-05-17,0.0,29.71428571428571,-33.263351204052015,3.5490654897663028
2025-05-18,0.0,30.142857142857142,-34.99380942507627,4.850952282219129
2025-05-19,60.0,29.285714285714285,5.531797043926425,25.18248867035929
2025-05-20,52.0,29.571428571428573,24.861985723171703,-2.4334142946002757
2025-05-21,33.0,29.571428571428573,10.324794141168805,-6.896222712597378
2025-05-22,43.0,29.571428571428573,21.613255679630345,-8.184684251058918
2025-05-23,19.0,21.0,5.9253280412310065,-7.9253280412310065
2025-05-24,0.0,16.142857142857142,-33.263351204052015,17.120494061194872
2025-05-25,0.0,18.71428571428571,-34.99380942507627,16.27952371079056
2025-05-26,0.0,16.57142857142857,5.531797043926425,-22.103225615354994
2025-05-27,18.0,19.42857142857143,24.861985723171703,-26.290557151743133
2025-05-28,51.0,19.42857142857143,10.324794141168805,21.246634430259764
2025-05-29,28.0,19.42857142857143,21.613255679630345,-13.041827108201776
2025-05-30,39.0,23.42857142857143,5.9253280412310065,9.646100530197563
2025-05-31,0.0,24.71428571428571,-33.263351204052015,8.549065489766303
2025-06-01,0.0,27.57142857142857,-34.99380942507627,7.422380853647702
2025-06-02,28.0,34.71428571428571,5.531797043926425,-12.246082758212133
2025-06-03,27.0,31.714285714285715,24.861985723171703,-29.576271437457418
2025-06-04,71.0,31.714285714285715,10.324794141168805,28.96092014454548
2025-06-05,78.0,31.714285714285715,21.613255679630345,24.67245860608394
2025-06-06,18.0,30.285714285714285,5.9253280412310065,-18.21104232694529
2025-06-07,0.0,29.14285714285714,-33.263351204052015,4.120494061194876
2025-06-08,0.0,24.142857142857142,-34.99380942507627,10.85095228221913
2025-06-09,18.0,17.57142857142857,5.531797043926425,-5.103225615354995
2025-06-10,19.0,20.857142857142854,24.861985723171703,-26.719128580314557
2025-06-11,36.0,20.857142857142854,10.324794141168805,4.818063001688341
2025-06-12,32.0,20.857142857142854,21.613255679630345,-10.4703985367732
2025-06-13,41.0,20.428571428571427,5.9253280412310065,14.646100530197566
2025-06-14,0.0,23.428571428571423,-33.263351204052015,9.834779775480591
2025-06-15,0.0,21.57142857142857,-34.99380942507627,13.422380853647702
2025-06-16,15.0,27.57142857142857,5.531797043926425,-18.103225615354994
2025-06-17,40.0,26.42857142857143,24.861985723171703,-11.290557151743133
2025-06-18,23.0,26.42857142857143,10.324794141168805,-13.753365569740236
2025-06-19,74.0,26.42857142857143,21.613255679630345,25.958172891798224
2025-06-20,33.0,25.857142857142858,5.9253280412310065,1.2175291016261358
2025-06-21,0.0,24.714285714285715,-33.263351204052015,8.5490654897663
2025-06-22,0.0,27.42857142857143,-34.99380942507627,7.565237996504841
2025-06-23,11.0,19.285714285714285,5.531797043926425,-13.817511329640709
2025-06-24,32.0,16.428571428571427,24.861985723171703,-9.29055715174313
2025-06-25,42.0,16.428571428571427,10.324794141168805,15.246634430259768
2025-06-26,17.0,16.428571428571427,21.613255679630345,-21.041827108201772
2025-06-27,13.0,17.571428571428573,5.9253280412310065,-10.49675661265958
2025-06-28,0.0,16.57142857142857,-33.263351204052015,16.691922632623445
2025-06-29,0.0,14.571428571428571,-34.99380942507627,20.422380853647702
2025-06-30,19.0,16.57142857142857,5.531797043926425,-3.1032256153549946
2025-07-01,25.0,14.714285714285712,24.861985723171703,-14.576271437457414
2025-07-02,28.0,14.714285714285712,10.324794141168805,2.960920144545483
2025-07-03,31.0,14.714285714285712,21.613255679630345,-5.327541393916057
2025-07-04,0.0,15.142857142857142,5.9253280412310065,-21.06818518408815
2025-07-05,0.0,12.428571428571427,-33.263351204052015,20.834779775480587
2025-07-06,0.0,16.285714285714285,-34.99380942507627,18.708095139361987
2025-07-07,22.0,16.857142857142858,5.531797043926425,-0.3889399010692829
2025-07-08,6.0,19.857142857142858,24.861985723171703,-38.71912858031456
2025-07-09,55.0,19.857142857142858,10.324794141168805,24.818063001688333
2025-07-10,35.0,19.857142857142858,21.613255679630345,-6.470398536773203
2025-07-11,21.0,20.571428571428573,5.9253280412310065,-5.4967566126595795
2025-07-12,0.0,21.714285714285715,-33.263351204052015,11.5490654897663
2025-07-13,0.0,15.714285714285715,-34.99380942507627,19.279523710790556
2025-07-14,27.0,15.571428571428573,5.531797043926425,5.896774384645002
2025-07-15,14.0,13.999999999999998,24.861985723171703,-24.8619857231717
2025-07-16,13.0,13.999999999999998,10.324794141168805,-11.324794141168804
2025-07-17,34.0,13.999999999999998,21.613255679630345,-1.6132556796303454
2025-07-18,10.0,12.285714285714285,5.9253280412310065,-8.211042326945291
2025-07-19,0.0,24.857142857142854,-33.263351204052015,8.40620834690916
2025-07-20,0.0,34.0,-34.99380942507627,0.9938094250762717
2025-07-21,15.0,31.285714285714285,5.531797043926425,-21.81751132964071
2025-07-22,102.0,32.714285714285715,24.861985723171703,44.42372856254258
2025-07-23,77.0,32.714285714285715,10.324794141168805,33.96092014454548
2025-07-24,15.0,32.714285714285715,21.613255679630345,-39.327541393916064
2025-07-25,20.0,36.285714285714285,5.9253280412310065,-22.21104232694529
2025-07-26,0.0,43.57142857142857,-33.263351204052015,-10.308077367376555
2025-07-27,0.0,35.0,-34.99380942507627,-0.00619057492372832
2025-07-28,40.0,36.57142857142857,5.531797043926425,-2.1032256153549946
2025-07-29,153.0,35.71428571428571,24.861985723171703,92.42372856254259
2025-07-30,17.0,35.71428571428571,10.324794141168805,-29.039079855454514
2025-07-31,26.0,35.71428571428571,21.613255679630345,-31.327541393916054
2025-08-01,14.0,32.285714285714285,5.9253280412310065,-24.21104232694529
2025-08-02,0.0,13.999999999999998,-33.263351204052015,19.263351204052015
2025-08-03,0.0,18.428571428571427,-34.99380942507627,16.565237996504845
2025-08-04,16.0,18.285714285714285,5.531797043926425,-7.81751132964071
2025-08-05,25.0,20.71428571428571,24.861985723171703,-20.576271437457414
2025-08-06,48.0,20.71428571428571,10.324794141168805,16.960920144545483
2025-08-07,25.0,20.71428571428571,21.613255679630345,-17.327541393916057
2025-08-08,31.0,26.0,5.9253280412310065,-0.9253280412310065
2025-08-09,0.0,27.428571428571423,-33.263351204052015,5.834779775480591
2025-08-10,0.0,24.285714285714285,-34.99380942507627,10.708095139361987
2025-08-11,53.0,23.857142857142858,5.531797043926425,23.611060098930718
2025-08-12,35.0,19.428571428571427,24.861985723171703,-9.29055715174313
2025-08-13,26.0,19.428571428571427,10.324794141168805,-3.7533655697402324
2025-08-14,22.0,19.428571428571427,21.613255679630345,-19.041827108201772
2025-08-15,0.0,14.999999999999998,5.9253280412310065,-20.925328041231005
2025-08-16,0.0,37.857142857142854,-33.263351204052015,-4.59379165309084
2025-08-17,0.0,38.57142857142857,-34.99380942507627,-3.5776191463522977
2025-08-18,22.0,39.99999999999999,5.531797043926425,-23.531797043926417
2025-08-19,195.0,45.99999999999999,24.861985723171703,124.1380142768283
2025-08-20,31.0,45.99999999999999,10.324794141168805,-25.3247941411688
2025-08-21,32.0,45.99999999999999,21.613255679630345,-35.61325567963034
2025-08-22,42.0,55.857142857142854,5.9253280412310065,-19.78247089837386
2025-08-23,0.0,31.0,-33.263351204052015,2.2633512040520145
2025-08-24,0.0,29.285714285714285,-34.99380942507627,5.708095139361987
2025-08-25,91.0,27.714285714285715,5.531797043926425,57.75391724178786
2025-08-26,21.0,25.571428571428573,24.861985723171703,-29.433414294600276
2025-08-27,19.0,,10.324794141168805,
2025-08-28,21.0,,21.613255679630345,
2025-08-29,27.0,,5.9253280412310065,
