Date,Marketing_Spend,Temperature_C,Is_Holiday,Competitor_Price
2023-07-04,956.14,36.7,0,49.78
2023-07-05,1041.29,35.5,0,49.51
2023-07-06,1008.63,33.6,1,49.48
2023-07-07,945.45,35.6,0,49.66
2023-07-08,859.49,38.2,0,49.64
2023-07-09,784.14,31.9,0,49.94
2023-07-10,882.45,35.4,0,49.65
2023-07-11,1004.24,32.9,0,49.64
2023-07-12,931.53,38.6,0,49.39
2023-07-13,777.09,30.4,0,49.47
2023-07-14,910.56,33.3,0,49.64
2023-07-15,923.38,36.1,0,49.56
2023-07-16,788.1,39.6,0,49.04
2023-07-17,883.54,34.7,0,49.08
2023-07-18,865.71,33.2,0,49.17
2023-07-19,737.35,40.5,0,49.25
2023-07-20,879.23,30.4,0,49.49
2023-07-21,891.37,28.1,0,49.28
2023-07-22,935.5,36.0,0,49.42
2023-07-23,924.52,33.1,0,49.66
2023-07-24,673.38,31.5,0,49.3
2023-07-25,709.42,36.6,0,49.36
2023-07-26,846.83,35.2,0,49.26
2023-07-27,838.88,32.7,0,49.25
2023-07-28,831.25,30.5,0,49.32
2023-07-29,1157.32,36.8,0,49.22
2023-07-30,821.51,36.1,0,49.08
2023-07-31,870.42,33.8,0,49.09
2023-08-01,844.78,39.5,0,48.87
2023-08-02,807.11,30.7,0,48.66
2023-08-03,703.11,29.2,0,48.79
2023-08-04,803.28,31.6,0,48.56
2023-08-05,642.92,33.4,0,48.69
2023-08-06,689.43,34.2,1,48.79
2023-08-07,657.57,32.6,0,48.44
2023-08-08,707.38,34.3,0,48.31
2023-08-09,923.82,29.3,0,48.55
2023-08-10,498.89,37.3,0,48.35
2023-08-11,747.6,32.6,0,48.26
2023-08-12,511.15,36.0,0,48.35
2023-08-13,618.77,33.6,0,48.51
2023-08-14,768.51,33.8,0,48.46
2023-08-15,659.79,34.0,0,48.34
2023-08-16,539.43,33.4,0,48.62
2023-08-17,569.63,33.9,0,48.97
2023-08-18,703.18,35.8,0,49.16
2023-08-19,556.35,32.2,0,49.18
2023-08-20,645.31,33.6,0,49.02
2023-08-21,622.61,31.0,1,48.85
2023-08-22,547.4,35.4,0,48.96
2023-08-23,821.57,28.9,0,49.04
2023-08-24,665.3,36.2,0,49.32
2023-08-25,394.25,30.5,0,49.45
2023-08-26,610.38,26.1,0,49.15
2023-08-27,520.64,30.6,0,49.36
2023-08-28,667.28,28.0,0,49.16
2023-08-29,498.12,32.3,0,49.08
2023-08-30,561.37,27.7,0,49.13
2023-08-31,618.93,28.1,0,49.53
2023-09-01,650.72,23.6,0,50.16
2023-09-02,439.96,27.7,0,50.28
2023-09-03,522.52,21.5,0,50.24
2023-09-04,504.59,23.9,0,50.35
2023-09-05,482.99,30.7,0,50.53
2023-09-06,721.24,30.5,0,50.46
2023-09-07,581.71,29.2,0,50.82
2023-09-08,411.77,24.8,0,50.87
2023-09-09,626.42,27.4,0,50.97
2023-09-10,743.77,27.3,0,51.1
2023-09-11,631.87,23.6,0,51.18
2023-09-12,373.88,31.3,0,51.35
2023-09-13,474.74,29.2,0,51.23
2023-09-14,647.33,25.7,0,51.12
2023-09-15,447.5,26.2,0,50.9
2023-09-16,560.41,26.5,0,50.98
2023-09-17,591.4,19.5,0,51.14
2023-09-18,419.3,24.7,0,51.23
2023-09-19,504.24,23.1,0,51.57
2023-09-20,184.41,21.9,0,51.56
2023-09-21,404.59,23.9,0,51.7
2023-09-22,480.4,29.8,0,51.48
2023-09-23,379.66,26.1,0,51.4
2023-09-24,666.61,22.2,0,51.54
2023-09-25,359.43,25.4,0,51.71
2023-09-26,457.67,27.7,0,51.65
2023-09-27,514.12,26.0,0,51.64
2023-09-28,644.69,23.1,0,51.34
2023-09-29,356.64,20.8,0,51.26
2023-09-30,616.36,24.5,0,51.44
2023-10-01,501.03,23.4,1,51.56
2023-10-02,401.96,24.6,0,51.66
2023-10-03,546.59,23.6,0,51.67
2023-10-04,520.69,24.6,0,51.67
2023-10-05,441.32,19.6,0,51.54
2023-10-06,509.02,24.9,0,51.68
2023-10-07,464.36,21.2,0,51.76
2023-10-08,515.24,26.6,0,51.86
2023-10-09,571.25,18.1,0,51.75
2023-10-10,664.93,25.1,0,51.32
2023-10-11,383.98,20.2,0,51.54
2023-10-12,722.65,17.4,0,51.45
2023-10-13,315.87,17.6,0,51.27
2023-10-14,497.77,17.9,0,51.41
2023-10-15,573.8,19.9,0,51.33
2023-10-16,545.23,19.9,0,51.55
2023-10-17,457.17,16.3,0,51.67
2023-10-18,501.07,17.7,0,51.81
2023-10-19,475.17,24.0,0,51.53
2023-10-20,468.27,22.5,0,51.78
2023-10-21,615.03,18.4,0,51.83
2023-10-22,568.78,16.9,0,51.75
2023-10-23,466.94,16.9,0,51.78
2023-10-24,629.47,18.1,0,51.43
2023-10-25,573.67,13.0,0,51.51
2023-10-26,627.78,15.0,0,51.3
2023-10-27,613.15,10.5,0,51.03
2023-10-28,471.11,16.5,0,50.73
2023-10-29,501.95,17.0,0,50.95
2023-10-30,636.78,13.4,0,50.82
2023-10-31,627.31,19.3,0,51.13
2023-11-01,568.53,10.7,0,51.02
2023-11-02,586.82,9.7,0,50.68
2023-11-03,707.46,14.5,0,50.46
2023-11-04,525.26,16.8,0,50.71
2023-11-05,643.97,18.4,1,50.68
2023-11-06,574.01,11.8,0,50.57
2023-11-07,577.55,16.2,0,50.6
2023-11-08,714.4,12.6,0,50.7
2023-11-09,692.39,12.0,0,50.92
2023-11-10,696.64,14.9,0,51.21
2023-11-11,751.39,14.0,0,51.14
2023-11-12,628.61,7.1,0,50.87
2023-11-13,700.49,16.0,0,50.79
2023-11-14,607.15,15.5,0,50.84
2023-11-15,676.59,9.3,0,50.65
2023-11-16,637.26,12.2,0,50.46
2023-11-17,666.17,12.3,0,50.53
2023-11-18,722.29,11.4,0,50.52
2023-11-19,587.36,8.7,0,50.52
2023-11-20,884.92,8.2,0,50.37
2023-11-21,581.68,9.9,0,50.33
2023-11-22,567.56,13.3,0,50.14
2023-11-23,811.57,11.2,0,50.32
2023-11-24,781.8,8.3,0,50.53
2023-11-25,772.01,11.5,0,50.16
2023-11-26,779.48,0.5,0,49.97
2023-11-27,722.56,12.3,0,49.67
2023-11-28,641.27,3.5,0,49.54
2023-11-29,745.87,7.5,0,49.53
2023-11-30,677.95,5.0,0,49.24
2023-12-01,850.62,4.3,0,49.05
2023-12-02,745.93,11.5,0,48.85
2023-12-03,685.68,6.5,0,48.89
2023-12-04,743.75,8.8,0,48.91
2023-12-05,824.91,7.5,0,48.76
2023-12-06,735.03,8.9,0,48.8
2023-12-07,717.03,7.6,0,48.69
2023-12-08,831.54,3.3,0,48.63
2023-12-09,839.63,10.0,0,48.97
2023-12-10,772.47,5.4,0,49.24
2023-12-11,784.13,2.1,0,48.98
2023-12-12,862.57,5.4,0,49.14
2023-12-13,702.73,11.1,0,49.3
2023-12-14,715.01,9.0,0,49.08
2023-12-15,792.18,5.3,0,49.24
2023-12-16,850.98,5.2,0,49.55
2023-12-17,911.75,5.2,0,49.32
2023-12-18,1036.57,12.3,1,49.14
2023-12-19,983.21,7.1,0,49.34
2023-12-20,889.89,7.1,0,49.4
2023-12-21,912.45,8.9,0,49.51
2023-12-22,822.59,6.4,0,49.57
2023-12-23,929.51,4.8,0,49.65
2023-12-24,911.03,5.0,0,49.39
2023-12-25,980.72,5.3,0,49.6
2023-12-26,874.29,5.3,0,49.83
2023-12-27,1017.53,7.5,0,49.79
2023-12-28,1127.46,5.5,0,49.78
2023-12-29,971.91,7.5,0,49.47
2023-12-30,1031.56,5.0,0,49.57
2023-12-31,1069.01,5.4,0,49.69
2024-01-01,968.48,-0.9,0,49.68
2024-01-02,1039.62,7.9,0,49.9
2024-01-03,1027.07,6.1,0,49.83
2024-01-04,1044.17,8.0,0,49.95
2024-01-05,965.68,-3.7,0,49.74
2024-01-06,1054.0,11.3,0,49.74
2024-01-07,1109.9,4.6,0,49.7
2024-01-08,1213.75,8.3,0,49.75
2024-01-09,1173.08,1.9,0,49.67
2024-01-10,1300.96,6.8,0,49.65
2024-01-11,1017.38,1.9,0,49.81
2024-01-12,1189.78,3.2,0,49.73
2024-01-13,1129.29,10.8,0,49.4
2024-01-14,1338.32,4.5,0,49.75
2024-01-15,1046.85,5.7,0,50.03
2024-01-16,1052.01,7.7,0,49.77
2024-01-17,1084.3,6.6,0,49.91
2024-01-18,940.07,5.6,0,49.81
2024-01-19,1108.06,6.3,0,49.86
2024-01-20,1092.85,12.5,0,49.92
2024-01-21,1191.88,5.2,0,49.87
2024-01-22,1219.04,6.0,0,49.72
2024-01-23,1380.45,8.6,0,49.58
2024-01-24,1295.79,8.8,0,49.4
2024-01-25,1150.91,9.1,0,49.23
2024-01-26,1126.55,7.6,0,49.22
2024-01-27,1273.31,2.3,0,49.07
2024-01-28,1099.75,10.7,0,49.21
2024-01-29,1422.51,2.5,0,49.51
2024-01-30,1364.83,6.9,1,49.39
2024-01-31,1207.42,3.8,0,49.44
2024-02-01,1090.39,6.0,0,49.54
2024-02-02,1404.39,7.3,0,49.63
2024-02-03,1264.76,7.4,0,49.65
2024-02-04,1407.13,7.8,0,49.8
2024-02-05,1130.96,11.5,0,49.89
2024-02-06,1237.43,8.1,0,49.65
2024-02-07,1304.76,6.1,0,49.82
2024-02-08,1315.72,9.9,0,50.0
2024-02-09,1272.71,10.7,0,49.84
2024-02-10,1386.6,3.6,0,49.85
2024-02-11,1224.06,9.2,0,49.99
2024-02-12,1322.98,9.6,0,49.95
2024-02-13,1355.56,6.8,0,50.16
2024-02-14,1401.17,12.0,0,50.63
2024-02-15,1426.99,7.5,0,50.48
2024-02-16,1249.36,8.5,0,50.2
2024-02-17,1214.3,7.8,0,50.26
2024-02-18,1501.25,8.5,0,50.41
2024-02-19,1412.38,5.3,0,50.36
2024-02-20,1309.86,4.5,0,50.65
2024-02-21,1545.26,13.8,0,50.38
2024-02-22,1407.04,6.6,0,50.52
2024-02-23,1518.61,6.4,0,50.4
2024-02-24,1412.52,3.0,0,50.74
2024-02-25,1616.81,7.8,0,51.14
2024-02-26,1591.12,5.9,0,50.99
2024-02-27,1395.41,15.0,1,50.88
2024-02-28,1522.07,13.3,0,51.05
2024-02-29,1493.92,8.4,0,50.97
2024-03-01,1570.59,17.4,0,50.96
2024-03-02,1341.45,13.8,0,50.97
2024-03-03,1510.64,10.1,0,50.59
2024-03-04,1551.83,3.8,0,50.58
2024-03-05,1273.94,18.4,0,50.44
2024-03-06,1335.18,7.5,0,50.35
2024-03-07,1253.14,7.0,0,50.63
2024-03-08,1433.54,15.2,0,50.38
2024-03-09,1535.53,19.7,0,50.55
2024-03-10,1617.15,16.7,0,50.49
2024-03-11,1477.34,14.5,0,50.43
2024-03-12,1635.66,14.8,0,50.59
2024-03-13,1337.52,15.8,0,50.66
2024-03-14,1307.78,15.8,0,50.77
2024-03-15,1475.01,14.6,0,50.97
2024-03-16,1521.28,14.3,0,50.9
2024-03-17,1481.76,14.0,0,50.78
2024-03-18,1280.31,12.2,0,50.56
2024-03-19,1480.01,13.9,0,50.4
2024-03-20,1360.21,9.9,0,50.99
2024-03-21,1559.2,14.9,0,51.24
2024-03-22,1530.33,12.5,0,50.97
2024-03-23,1400.98,12.4,0,50.7
2024-03-24,1444.72,16.5,0,50.8
2024-03-25,1391.19,20.3,0,50.91
2024-03-26,1491.69,19.2,0,51.02
2024-03-27,1594.18,12.0,0,50.97
2024-03-28,1400.65,14.0,0,50.94
2024-03-29,1550.03,20.0,0,51.01
2024-03-30,1446.86,14.5,0,51.02
2024-03-31,1420.71,17.0,0,50.58
2024-04-01,1489.26,19.6,0,50.53
2024-04-02,1396.25,15.3,0,50.36
2024-04-03,1444.07,18.8,0,50.4
2024-04-04,1379.17,14.7,0,51.0
2024-04-05,1694.8,17.2,0,51.07
2024-04-06,1501.08,20.2,0,51.01
2024-04-07,1426.66,14.7,0,51.19
2024-04-08,1516.96,21.1,0,51.29
2024-04-09,1483.11,19.9,0,51.37
2024-04-10,1470.88,21.9,0,51.49
2024-04-11,1552.88,21.2,0,51.9
2024-04-12,1565.56,24.9,0,51.68
2024-04-13,1434.96,21.4,0,51.77
2024-04-14,1428.48,20.0,0,51.59
2024-04-15,1456.46,21.9,0,51.7
2024-04-16,1251.54,23.4,0,51.51
2024-04-17,1327.84,22.2,0,51.43
2024-04-18,1613.53,22.4,0,51.37
2024-04-19,1638.68,20.5,0,51.57
2024-04-20,1446.48,20.8,0,51.75
2024-04-21,1526.1,18.9,0,51.5
2024-04-22,1496.49,28.6,0,51.51
2024-04-23,1770.03,19.8,0,51.37
2024-04-24,1570.75,21.8,0,51.12
2024-04-25,1442.51,21.9,0,51.08
2024-04-26,1356.12,27.0,0,51.01
2024-04-27,1287.28,23.7,0,51.5
2024-04-28,1464.38,28.6,0,51.59
2024-04-29,1364.37,23.0,0,51.31
2024-04-30,1293.63,26.1,0,51.2
2024-05-01,1366.91,23.0,0,51.4
2024-05-02,1319.01,32.2,0,51.82
2024-05-03,1591.34,22.5,0,51.5
2024-05-04,1506.13,27.2,0,51.13
2024-05-05,1412.38,28.4,0,51.5
2024-05-06,1556.26,28.0,0,51.58
2024-05-07,1410.98,26.4,0,51.4
2024-05-08,1311.96,26.8,0,51.51
2024-05-09,1545.14,27.5,0,50.98
2024-05-10,1441.33,27.2,0,50.99
2024-05-11,1278.22,30.7,0,51.05
2024-05-12,1357.3,34.7,0,51.24
2024-05-13,1283.05,26.6,0,51.03
2024-05-14,1226.5,24.4,0,51.05
2024-05-15,1451.46,28.4,0,50.87
2024-05-16,1543.73,36.7,0,50.92
2024-05-17,1206.78,26.7,0,50.74
2024-05-18,1396.68,34.2,0,50.66
2024-05-19,1268.97,34.6,0,50.46
2024-05-20,1278.87,28.1,0,50.59
2024-05-21,1261.79,31.6,0,50.76
2024-05-22,1227.98,35.0,0,50.71
2024-05-23,1312.49,29.2,0,50.72
2024-05-24,1217.72,29.9,0,50.43
2024-05-25,1320.94,28.9,0,50.37
2024-05-26,1281.86,27.8,0,50.36
2024-05-27,1255.9,29.1,0,50.88
2024-05-28,1181.86,27.5,0,50.66
2024-05-29,1207.69,31.5,0,50.95
2024-05-30,1333.57,29.2,0,51.15
2024-05-31,1300.71,32.4,1,51.21
2024-06-01,1145.38,27.2,0,51.56
2024-06-02,1245.51,33.0,0,51.64
2024-06-03,1303.09,34.7,0,51.71
2024-06-04,1053.32,26.3,0,51.7
2024-06-05,1266.84,33.6,0,51.95
2024-06-06,1138.42,36.3,0,52.17
2024-06-07,1253.86,29.1,0,52.04
2024-06-08,1112.53,37.9,0,51.78
2024-06-09,1000.37,34.3,0,51.74
2024-06-10,1010.05,31.0,0,51.58
2024-06-11,1169.51,33.1,0,51.56
2024-06-12,1182.53,35.1,0,51.81
2024-06-13,1057.92,33.7,0,51.72
2024-06-14,1203.97,35.2,0,51.71
2024-06-15,965.68,30.9,0,51.72
2024-06-16,1116.9,34.3,0,51.89
2024-06-17,994.05,29.7,0,51.44
2024-06-18,1041.58,33.7,0,51.32
2024-06-19,1103.08,31.4,0,51.36
2024-06-20,1003.84,32.0,0,51.6
2024-06-21,1042.95,38.0,0,51.51
2024-06-22,1173.53,37.6,0,51.13
2024-06-23,1006.68,36.2,0,51.25
2024-06-24,1139.4,31.2,1,51.13
2024-06-25,934.3,33.6,0,50.89
2024-06-26,1091.67,38.3,0,50.77
2024-06-27,1174.26,35.1,0,50.73
2024-06-28,774.35,41.7,0,50.61
2024-06-29,933.22,35.9,0,50.17
2024-06-30,1062.01,35.4,0,50.35
2024-07-01,975.39,33.9,0,50.6
2024-07-02,1024.21,35.3,0,50.73
2024-07-03,918.09,34.5,0,50.5
2024-07-04,978.55,37.1,0,50.46
2024-07-05,945.74,37.8,0,50.46
2024-07-06,1069.51,32.6,0,50.58
2024-07-07,969.61,31.0,0,50.72
2024-07-08,969.39,29.5,0,50.57
2024-07-09,885.91,36.5,0,50.58
2024-07-10,869.84,31.7,0,50.68
2024-07-11,866.86,28.5,0,50.97
2024-07-12,941.11,36.1,0,51.11
2024-07-13,851.14,42.4,0,51.27
2024-07-14,913.82,34.9,0,51.28
2024-07-15,1084.03,37.4,0,51.56
2024-07-16,955.28,35.1,0,51.65
2024-07-17,827.28,34.6,0,51.47
2024-07-18,971.76,37.6,0,51.76
2024-07-19,802.64,33.9,0,51.89
2024-07-20,631.48,35.5,0,51.81
2024-07-21,726.39,35.7,0,51.71
2024-07-22,632.06,32.6,1,51.77
2024-07-23,775.99,37.6,0,51.86
2024-07-24,805.05,34.0,0,51.9
2024-07-25,962.97,32.2,0,51.96
2024-07-26,820.19,36.0,0,52.3
2024-07-27,757.83,31.6,0,52.52
2024-07-28,854.99,34.3,0,52.56
2024-07-29,543.31,34.1,0,52.74
2024-07-30,780.43,37.3,0,52.54
2024-07-31,826.47,35.4,0,52.62
2024-08-01,594.11,33.8,0,52.98
2024-08-02,849.01,36.2,0,52.94
2024-08-03,761.23,37.8,0,52.77
2024-08-04,678.68,35.2,0,52.64
2024-08-05,776.39,33.5,0,52.42
2024-08-06,933.18,29.4,0,52.26
2024-08-07,717.37,30.0,0,52.19
2024-08-08,717.18,32.2,0,51.91
2024-08-09,639.68,31.1,0,51.91
2024-08-10,593.99,32.3,0,52.09
2024-08-11,755.46,32.8,0,51.91
2024-08-12,580.36,34.1,0,52.21
2024-08-13,666.77,32.2,0,52.31
2024-08-14,605.59,33.7,0,52.52
2024-08-15,695.11,32.3,0,52.39
2024-08-16,674.53,26.0,1,52.56
2024-08-17,738.98,29.0,0,52.34
2024-08-18,578.39,31.2,0,52.52
2024-08-19,596.68,27.8,0,52.55
2024-08-20,520.18,33.1,0,52.66
2024-08-21,568.13,35.7,0,52.43
2024-08-22,644.91,34.6,0,52.25
2024-08-23,677.61,30.1,0,52.37
2024-08-24,504.54,35.1,0,52.18
2024-08-25,678.69,30.8,0,52.27
2024-08-26,722.39,29.2,0,52.0
2024-08-27,623.38,28.2,0,52.17
2024-08-28,765.06,28.9,0,51.92
2024-08-29,495.46,28.5,1,52.03
2024-08-30,443.96,29.9,0,52.16
2024-08-31,386.27,29.7,0,52.02
2024-09-01,709.6,29.0,0,52.13
2024-09-02,621.41,30.1,0,52.19
2024-09-03,546.52,32.2,0,52.08
2024-09-04,576.32,31.2,0,51.88
2024-09-05,432.15,23.7,0,51.48
2024-09-06,785.78,20.3,0,51.55
2024-09-07,550.78,30.5,0,51.24
2024-09-08,545.58,23.4,0,51.26
2024-09-09,604.14,26.6,0,51.21
2024-09-10,576.72,23.6,0,51.34
2024-09-11,548.21,21.4,0,51.28
2024-09-12,444.11,28.2,0,51.22
2024-09-13,567.79,28.7,0,51.36
2024-09-14,706.47,24.4,0,51.43
2024-09-15,650.57,18.1,0,51.49
2024-09-16,673.26,24.0,0,51.59
2024-09-17,460.87,26.6,0,51.28
2024-09-18,411.23,20.7,0,51.43
2024-09-19,495.96,25.5,0,51.55
2024-09-20,512.6,24.7,0,51.35
2024-09-21,615.08,26.2,0,51.3
2024-09-22,335.2,24.6,0,51.29
2024-09-23,656.33,21.0,0,51.27
2024-09-24,486.65,27.3,0,51.33
2024-09-25,458.98,23.0,0,51.62
2024-09-26,399.83,23.1,0,51.84
2024-09-27,335.07,20.2,0,51.57
2024-09-28,582.54,21.4,0,51.7
2024-09-29,507.37,19.8,1,51.97
2024-09-30,371.01,21.7,0,52.04
2024-10-01,370.61,27.1,0,52.26
2024-10-02,466.8,17.6,0,52.66
2024-10-03,667.68,16.6,0,52.87
2024-10-04,475.38,25.6,0,52.92
2024-10-05,351.73,20.3,0,53.13
2024-10-06,478.32,18.6,0,53.16
